filename,transcription
afrikaans4,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.
"
afrikaans2,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother, Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.
"
albanian2,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.
"
akan1,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas. Five thick slabs of blue cheese. And maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags. And we'll go meet her Wednesday at the train station.
"
albanian5,"Please call Stella, ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for Brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.
"
albanian3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snot peas, five thick slabs of blue cheese and maybe a snack of her brother, Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we'll go meet her Wednesday at the train station.
"
agni1,"Please call Stella. Ask her to bring this thing with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snake for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop this thing into three red bags and we will go meet her Wednesday at the train station.
"
albanian4,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station. For more information visit www.FEMA.gov
"
albanian1,"Please call Stella, ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into 3 red bags and we will go meet her Wednesday at the train station.
"
amazigh1,"أرجوك اتصل بستيلا واسألها لتحضير هذه الشيئة معها من المتجر 6 ملعقين صلصة طازجة 5 دكتورات أو بلوتشيز وربما حلوى لأخيها باب نحتاج أيضًا لحلوى صغيرة بلاستيكية وملابس صغيرة للأطفال يمكنها تحضير هذه الشيئة إلى ثلاث حلوى وسوف نلتقي معها في المطار في المحطة
"
amharic1,"Please call still, ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slices of blue cheese and maybe snack for her brother Paul. We also need a small plastic snack and big toy for the kid. She can scoop these things into three red bags and we will go meet her when we stay at the train station.
"
amazigh2,"Please call Stella, ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snack and a big toy frog for the kids. She can scoop these things into 3 red bags and we will go meet her Wednesday at the train station.
"
amharic5,"Please call Stella. Ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snack and a big toy frog for the kids. She can scope these things into 3 red bags and will go meet her Wednesday at the train station.
"
arabic2,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into the three red bags and we will go meet her Wednesday at the train station.
"
arabic1,"أرجوكم اتصلوا بستيلا واسألها لتحضير هذه الأشياء معها من المتجر ستة كتابة صلصة طازجة خمسة كتابة صلصة طازجة وربما قطعة لأخيها ولكننا نحتاج أيضاً قطعة صغيرة قطعة وفراغ كبير لأطفالها تستطيع أن تضع هذه الأشياء في ثلاثة صندوق أحمر وسنلتقى معها يوماً في محطة الطائر
"
